Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA
6/16/19 14:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/16/19 15:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/16/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/16/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/16/19 18:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/16/19 19:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/16/19 20:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/16/19 21:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/16/19 22:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/16/19 23:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/17/19 0:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/17/19 1:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/17/19 2:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/17/19 3:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/17/19 4:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/17/19 5:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/17/19 6:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/17/19 7:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/17/19 8:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/17/19 9:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/17/19 10:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/17/19 11:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/17/19 12:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/17/19 13:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/17/19 14:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/17/19 15:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/17/19 16:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/17/19 17:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/17/19 18:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/17/19 19:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/17/19 20:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/17/19 21:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/17/19 22:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/17/19 23:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/18/19 0:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/18/19 1:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/18/19 2:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/18/19 3:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/18/19 4:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/18/19 5:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
6/18/19 6:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/18/19 7:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
6/18/19 8:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
6/18/19 9:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/18/19 14:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/18/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/18/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/18/19 17:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/18/19 18:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/18/19 19:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/18/19 20:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/18/19 21:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/18/19 22:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/18/19 23:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 0:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 1:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/19/19 2:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 3:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/19/19 4:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/19/19 5:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/19/19 6:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/19/19 7:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/19/19 8:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/19/19 9:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/19/19 10:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/19/19 11:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/19/19 12:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/19/19 13:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/19/19 14:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/19/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/19/19 16:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/19/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/19/19 18:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 19:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 20:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 21:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/19/19 22:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/19/19 23:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/20/19 0:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/20/19 1:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/20/19 2:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/20/19 3:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/20/19 4:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/20/19 5:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/20/19 6:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/20/19 7:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/20/19 8:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
6/20/19 9:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/20/19 10:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/20/19 11:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/20/19 12:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/20/19 13:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/20/19 14:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/20/19 15:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/20/19 16:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/20/19 17:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/20/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/20/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/20/19 20:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/20/19 21:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/20/19 22:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/20/19 23:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/21/19 0:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/21/19 1:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/21/19 2:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/21/19 3:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/21/19 4:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/21/19 5:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/21/19 6:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/21/19 7:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/21/19 8:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/21/19 9:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/21/19 10:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/21/19 11:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/21/19 12:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/21/19 13:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/21/19 14:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/21/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/21/19 16:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/21/19 17:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/21/19 18:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/21/19 19:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/21/19 20:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/21/19 21:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/21/19 22:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/21/19 23:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 0:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/22/19 1:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 2:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 3:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 4:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 5:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/22/19 6:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/22/19 7:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/22/19 8:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/22/19 9:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/22/19 10:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/22/19 11:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/22/19 12:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 13:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 14:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 15:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 16:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 17:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 18:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 19:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 20:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 21:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/22/19 22:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/22/19 23:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 0:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/23/19 1:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/23/19 2:00,Central Los Angeles,0.2,1-hr,pphm,18,N/A
6/23/19 3:00,Central Los Angeles,0.2,1-hr,pphm,18,N/A
6/23/19 4:00,Central Los Angeles,0.2,1-hr,pphm,18,N/A
6/23/19 5:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 6:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/23/19 7:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/23/19 8:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/23/19 9:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/23/19 10:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/23/19 11:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/23/19 12:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 13:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 14:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 15:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 16:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 17:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
6/23/19 18:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 19:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 20:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 21:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 22:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/23/19 23:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/24/19 0:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/24/19 1:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/24/19 2:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/24/19 3:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/24/19 4:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/24/19 5:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/24/19 6:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/24/19 7:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/24/19 8:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/24/19 9:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
6/24/19 10:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/24/19 11:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/24/19 12:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/24/19 13:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/24/19 14:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/24/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/24/19 16:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/24/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/24/19 18:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/24/19 19:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/24/19 20:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/24/19 21:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/24/19 22:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/24/19 23:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/25/19 0:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/25/19 1:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/25/19 2:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/25/19 3:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/25/19 4:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/25/19 5:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/25/19 6:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/25/19 7:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
6/25/19 8:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/25/19 9:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/25/19 10:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/25/19 11:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/25/19 12:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/25/19 13:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/25/19 14:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/25/19 15:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/25/19 16:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/25/19 17:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/25/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/25/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/25/19 20:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/25/19 21:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/25/19 22:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/25/19 23:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/26/19 0:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/26/19 1:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/26/19 2:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/26/19 3:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/26/19 4:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/26/19 5:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/26/19 6:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/26/19 7:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/26/19 8:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/26/19 9:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/26/19 10:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/26/19 11:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/26/19 12:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/26/19 13:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/26/19 14:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/26/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/26/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/26/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/26/19 18:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/26/19 19:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/26/19 20:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/26/19 21:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/26/19 22:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/26/19 23:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/27/19 0:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/27/19 1:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/27/19 2:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/27/19 3:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/27/19 4:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/27/19 5:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/27/19 6:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/27/19 7:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/27/19 8:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/27/19 9:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/27/19 10:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/27/19 11:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
6/27/19 12:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/27/19 13:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/27/19 14:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/27/19 15:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/27/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/27/19 17:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/27/19 18:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/27/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/27/19 20:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/27/19 21:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/27/19 22:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/27/19 23:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/28/19 0:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/28/19 1:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/28/19 2:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/28/19 3:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/28/19 4:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/28/19 5:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/28/19 6:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/28/19 7:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
6/28/19 8:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/28/19 9:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/28/19 10:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/28/19 11:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/28/19 12:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/28/19 13:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/28/19 14:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/28/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/28/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/28/19 17:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/28/19 18:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/28/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/28/19 20:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/28/19 21:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/28/19 22:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/28/19 23:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/29/19 0:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
6/29/19 1:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
6/29/19 2:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/29/19 3:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/29/19 4:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
6/29/19 5:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
6/29/19 6:00,Central Los Angeles,2,1-hr,pphm,18,N/A
6/29/19 7:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/29/19 8:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
6/29/19 9:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/29/19 10:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/29/19 11:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/29/19 12:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
6/29/19 13:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
6/29/19 14:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/29/19 15:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/29/19 16:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/29/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/29/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
6/29/19 19:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/29/19 20:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/29/19 21:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/29/19 22:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
6/29/19 23:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/30/19 0:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
6/30/19 1:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
6/30/19 2:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/30/19 3:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
6/30/19 4:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
6/30/19 5:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
6/30/19 6:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
6/30/19 7:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/30/19 8:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
6/30/19 9:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/30/19 10:00,Central Los Angeles,1,1-hr,pphm,18,N/A
6/30/19 11:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
6/30/19 12:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/30/19 13:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/30/19 14:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/30/19 15:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/30/19 16:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/30/19 17:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
6/30/19 18:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
6/30/19 19:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
6/30/19 20:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
6/30/19 21:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
6/30/19 22:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
6/30/19 23:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
7/1/19 0:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
7/1/19 1:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
7/1/19 2:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
7/1/19 3:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
7/1/19 4:00,Central Los Angeles,2,1-hr,pphm,18,N/A
7/1/19 5:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
7/1/19 6:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
7/1/19 7:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
7/1/19 8:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
7/1/19 9:00,Central Los Angeles,3.8,1-hr,pphm,18,N/A
7/1/19 10:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
7/1/19 11:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
7/1/19 12:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
7/1/19 13:00,Central Los Angeles,1,1-hr,pphm,18,N/A
7/1/19 14:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
7/1/19 15:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
7/1/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
7/1/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
7/1/19 18:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
7/1/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
7/1/19 20:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
7/1/19 21:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
7/1/19 22:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
7/1/19 23:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
7/2/19 0:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
7/2/19 1:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
